78002.3344646, 78002.5106073, 0.176142733995, 14.8625602112, 11263.6136364, 35.6069859427, -101.335554373, 5921265152.24
78003.1436342, 78003.1765418, 0.0329076329945, 13.9975222577, 9451.38111111, 35.5632616306, -102.176670686, 2867948440.3
78003.1620082, 78003.3224129, 0.160404737995, 77.2796751631, 9059.88888889, 35.4586715756, -102.194490839, 19080871806.9
78003.3340727, 78003.4044811, 0.0704083520104, 0.870052586108, 8444.54333333, 35.38905781, -102.114586457, 253841483.578
78006.3647127, 78006.3666087, 0.0018959500012, 0.0964423147345, 11574.88, 35.6868124033, -101.377058147, 32095649.8029
78006.8378762, 78006.9666162, 0.12873997401, 0.633039774159, 12554.175, 35.5664311833, -101.444971193, 224872722.197
78007.3007696, 78007.3307812, 0.0300115980062, 0.278384899135, 12300.5366667, 35.6015705, -101.284630257, 102819217.035
78013.4160182, 78013.6375849, 0.221566782013, 0.911359029455, 11336.0571429, 35.59278164, -101.389139893, 285163279.759
78016.8525641, 78016.9481769, 0.0956127509999, 0.26070846061, 11392.9633333, 35.8440863933, -101.09291918, 153643629.682
78019.0585694, 78019.1913593, 0.132789944008, 10.4864406991, 13268.0055556, 35.6940235589, -101.336446569, 1543493244.19
78035.8060852, 78035.8776989, 0.0716137090058, 3.1547928724, 10274.395, 35.36638509, -102.072035462, 748487421.547
78054.6428235, 78054.687155, 0.0443315309967, 0.485157397032, 10228.975, 35.37449102, -102.168665022, 116938641.7
78059.3291699, 78059.4452476, 0.116077699, 0.510944846658, 14441.37, 35.5488671775, -101.438157145, 131299790.95
78073.1703398, 78073.2668128, 0.0964729859988, 0.26991659386, 14401.9433333, 35.6782726367, -101.397854773, 90266585.5427
78074.4648032, 78074.5893638, 0.124560598997, 5.39906577125, 13312.3366667, 35.6170264583, -101.272212553, 1145883646.77
78081.6033023, 78081.626021, 0.0227187209966, 2.2769500379, 10501.7428571, 35.3668263829, -101.930081907, 561229812.197
78081.6307837, 78081.6773485, 0.0465647730016, 0.602604673311, 11571.67, 35.3678471267, -102.235762257, 222056681.441
78086.465777, 78086.486505, 0.020728079995, 0.941885443252, 10477.015, 35.3655401225, -102.078121862, 199435983.659
78086.6998879, 78086.7978547, 0.0979667509964, 1.14484293746, 13624.2266667, 35.37086235, -102.084392913, 419739446.595
